语料ID,文本,产品名称,年份,产品ID,情感得分,出现频次,产品热度总分,产品热度,产品类型判断文本,产品类型
餐饮评论-4587,奈斯 一次 消费 五一 比较 晚 吃 最后 小姐姐 送来 两个 玩偶 可爱 小姐姐 可爱 辛苦 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID3587,0.2777777777777778,200,600.5555555555555,0.00024290326092507467,餐饮评论-4587 奈斯 一次 消费 五一 比较 晚 吃 最后 小姐姐 送来 两个 玩偶 可爱 小姐姐 可爱 辛苦 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-4340,巨 好吃 天地良心 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2021,ID3340,0.26666666666666666,200,600.5333333333333,0.00024289427283031334,餐饮评论-4340 巨 好吃 天地良心 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-4667,挺好吃 实惠 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID3667,0.26666666666666666,200,600.5333333333333,0.00024289427283031334,餐饮评论-4667 挺好吃 实惠 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-3837,吃 完 牛排 慢慢 享受 自助餐 水煮 肉片 寿司 麻辣烫 不限 时间 任吃值 赞赞赞 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID2837,0.2647058823529412,200,600.5294117647059,0.00024289268669594368,餐饮评论-3837 吃 完 牛排 慢慢 享受 自助餐 水煮 肉片 寿司 麻辣烫 不限 时间 任吃值 赞赞赞 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-3602,味道 老板 热情 墙裂 推荐 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2021,ID2602,0.2608695652173913,200,600.5217391304348,0.0002428895833895683,餐饮评论-3602 味道 老板 热情 墙裂 推荐 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-5327,难吃 下次 不会 没有 下次 招牌 四人餐 包间 免费,椒王火锅（电白店）,2021,ID4327,0.25925925925925924,200,600.5185185185185,0.0002428882807671391,餐饮评论-5327 难吃 下次 不会 没有 下次 招牌 四人餐 包间 免费,特色餐饮
餐饮评论-5052,好吃 新鲜 人现 烤羊肉 套餐,草原郎烤羊,2021,ID4052,0.25,200,600.5,0.00024288079068817136,餐饮评论-5052 好吃 新鲜 人现 烤羊肉 套餐,特色餐饮
餐饮评论-5840,不错 值得 推荐 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID4840,0.25,200,600.5,0.00024288079068817136,餐饮评论-5840 不错 值得 推荐 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-4011,真不愧是 牛排 自助 五十多 块钱 菜品 不少 海鲜 值 不错 不错 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID3011,0.25,200,600.5,0.00024288079068817136,餐饮评论-4011 真不愧是 牛排 自助 五十多 块钱 菜品 不少 海鲜 值 不错 不错 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-7686,服务 汤 好喝 非常 值得 超值 人餐 包间 免费,椒王火锅（电白店）,2021,ID6686,0.25,200,600.5,0.00024288079068817136,餐饮评论-7686 服务 汤 好喝 非常 值得 超值 人餐 包间 免费,特色餐饮
餐饮评论-6190,好吃 便宜 性价比 极其 高现 烤羊肉 乌苏 套餐 建议 使用,草原郎烤羊,2021,ID5190,0.25,200,600.5,0.00024288079068817136,餐饮评论-6190 好吃 便宜 性价比 极其 高现 烤羊肉 乌苏 套餐 建议 使用,特色餐饮
餐饮评论-5084,满意 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID4084,0.25,200,600.5,0.00024288079068817136,餐饮评论-5084 满意 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-5775,好吃 牛扒 热热 吃 起来 很棒 推荐 推荐 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID4775,0.25,200,600.5,0.00024288079068817136,餐饮评论-5775 好吃 牛扒 热热 吃 起来 很棒 推荐 推荐 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-7265,好吃 划算 非常 好吃 杰伦 同款 奶茶 选,Hello炸鸡（方兴店）,2021,ID6265,0.25,200,600.5,0.00024288079068817136,餐饮评论-7265 好吃 划算 非常 好吃 杰伦 同款 奶茶 选,特色餐饮
餐饮评论-5538,好吃 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID4538,0.25,200,600.5,0.00024288079068817136,餐饮评论-5538 好吃 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-4180,好吃 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID3180,0.25,200,600.5,0.00024288079068817136,餐饮评论-4180 好吃 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-7229,第一次 这家 店 环境 不错 够 宽敞 卫生 干净 整洁 性价比 高自 自助餐 菜品 丰富 味道 还好 服务员 感觉 热情 下次 还来 强强 强 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID6229,0.25,200,600.5,0.00024288079068817136,餐饮评论-7229 第一次 这家 店 环境 不错 够 宽敞 卫生 干净 整洁 性价比 高自 自助餐 菜品 丰富 味道 还好 服务员 感觉 热情 下次 还来 强强 强 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-3040,太 好吃 老板娘 特别 主动 说 双拼 蜂蜜 芥末 蒜 香 奶酪 好吃 店里 环境 老板娘 可爱 机会 一定 会 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID2040,0.24561403508771928,200,600.4912280701755,0.00024287724275602872,餐饮评论-3040 太 好吃 老板娘 特别 主动 说 双拼 蜂蜜 芥末 蒜 香 奶酪 好吃 店里 环境 老板娘 可爱 机会 一定 会 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-3838,牛排 好吃 自助餐 更 好吃 每次 海鲜 棒棒 滴 服务 特别 热情周到 强强 强 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID2838,0.24390243902439024,200,600.4878048780488,0.00024287585819714378,餐饮评论-3838 牛排 好吃 自助餐 更 好吃 每次 海鲜 棒棒 滴 服务 特别 热情周到 强强 强 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-3318,好吃 好吃 老板娘 热情 喜欢 香香 柚子 口味 套餐 韩式 炸鸡 选韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID2318,0.24242424242424243,200,600.4848484848485,0.00024287466244174316,餐饮评论-3318 好吃 好吃 老板娘 热情 喜欢 香香 柚子 口味 套餐 韩式 炸鸡 选韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-3498,茂名 喜欢 炸鸡 没有 每个 口味 特别 好吃 爱爱爱 姐姐 超级 温柔 超级 漂亮 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID2498,0.24242424242424243,200,600.4848484848485,0.00024287466244174316,餐饮评论-3498 茂名 喜欢 炸鸡 没有 每个 口味 特别 好吃 爱爱爱 姐姐 超级 温柔 超级 漂亮 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-7276,非常 好吃 用心 做 赞炸 年糕 份 提供 免费,Hello炸鸡（方兴店）,2021,ID6276,0.23809523809523808,200,600.4761904761905,0.00024287116058664134,餐饮评论-7276 非常 好吃 用心 做 赞炸 年糕 份 提供 免费,特色餐饮
餐饮评论-4742,味道 不错 服务 热情 价格 不贵 总体 不错 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID3742,0.23809523809523808,200,600.4761904761905,0.00024287116058664134,餐饮评论-4742 味道 不错 服务 热情 价格 不贵 总体 不错 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-5588,环境 不错 菜式 齐全 用餐 愉快 值得 推荐 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID4588,0.23809523809523808,200,600.4761904761905,0.00024287116058664134,餐饮评论-5588 环境 不错 菜式 齐全 用餐 愉快 值得 推荐 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-3660,好吃 好吃 皮皮虾 挺不错 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID2660,0.23529411764705882,200,600.4705882352941,0.000242868894680399,餐饮评论-3660 好吃 好吃 皮皮虾 挺不错 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-5546,好吃 服务态度 好好 环境 舒适 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID4546,0.23529411764705882,200,600.4705882352941,0.000242868894680399,餐饮评论-5546 好吃 服务态度 好好 环境 舒适 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-3792,不能 重庆 良心话 广东 茂名 算 不错 性价比 高 卫生 不错 服务 座位 舒适 菜品 干净 量足元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2792,0.23404255319148937,200,600.468085106383,0.0002428678822542056,餐饮评论-3792 不能 重庆 良心话 广东 茂名 算 不错 性价比 高 卫生 不错 服务 座位 舒适 菜品 干净 量足元 代金券 张可 叠加 张,特色餐饮
餐饮评论-7109,份量 很多 菜品 好吃 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID6109,0.23076923076923078,200,600.4615384615385,0.0002428652343703152,餐饮评论-7109 份量 很多 菜品 好吃 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-6975,很棒 回头客 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID5975,0.23076923076923078,200,600.4615384615385,0.0002428652343703152,餐饮评论-6975 很棒 回头客 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-6393,一家 四口 吃 两人 套餐 加 一个 意面 很饱 小孩子 开心 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID5393,0.23076923076923078,200,600.4615384615385,0.0002428652343703152,餐饮评论-6393 一家 四口 吃 两人 套餐 加 一个 意面 很饱 小孩子 开心 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-4341,巨 好吃 天地良心 炸 年糕 份 提供 免费,Hello炸鸡（方兴店）,2021,ID3341,0.23076923076923078,200,600.4615384615385,0.0002428652343703152,餐饮评论-4341 巨 好吃 天地良心 炸 年糕 份 提供 免费,特色餐饮
餐饮评论-7611,不错 菜品 丰富 环境优美 舒适 小姐姐 热情 招待 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID6611,0.22727272727272727,200,600.4545454545455,0.0002428624059488868,餐饮评论-7611 不错 菜品 丰富 环境优美 舒适 小姐姐 热情 招待 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-2961,老板娘 热情服务 态度 奶茶 不甜 不腻 拼团 价格 优惠 喜欢 家 炸鸡 不错 杰伦 同款 奶茶 选,Hello炸鸡（方兴店）,2020,ID1961,0.22580645161290322,200,600.4516129032259,0.0002428612198366749,餐饮评论-2961 老板娘 热情服务 态度 奶茶 不甜 不腻 拼团 价格 优惠 喜欢 家 炸鸡 不错 杰伦 同款 奶茶 选,特色餐饮
餐饮评论-3426,好吃 炸酱面 份 提供 免费,Hello炸鸡（方兴店）,2020,ID2426,0.2222222222222222,200,600.4444444444445,0.00024285832045126802,餐饮评论-3426 好吃 炸酱面 份 提供 免费,特色餐饮
餐饮评论-4159,非常 喜欢 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID3159,0.2222222222222222,200,600.4444444444445,0.00024285832045126802,餐饮评论-4159 非常 喜欢 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-3152,好吃 吃完饭 吃得下 兴趣 试试 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID2152,0.2222222222222222,200,600.4444444444445,0.00024285832045126802,餐饮评论-3152 好吃 吃完饭 吃得下 兴趣 试试 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-6450,超 好吃 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID5450,0.2222222222222222,200,600.4444444444445,0.00024285832045126802,餐饮评论-6450 超 好吃 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-7870,超 好吃 超值 人餐 包间 免费,椒王火锅（电白店）,2021,ID6870,0.2222222222222222,200,600.4444444444445,0.00024285832045126802,餐饮评论-7870 超 好吃 超值 人餐 包间 免费,特色餐饮
餐饮评论-6289,口味 环境 美 态度 一流 值得 推荐 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID5289,0.2222222222222222,200,600.4444444444445,0.00024285832045126802,餐饮评论-6289 口味 环境 美 态度 一流 值得 推荐 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-7569,服务 一流 超值 人餐 包间 免费,椒王火锅（电白店）,2021,ID6569,0.2222222222222222,200,600.4444444444445,0.00024285832045126802,餐饮评论-7569 服务 一流 超值 人餐 包间 免费,特色餐饮
餐饮评论-6449,好吃 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID5449,0.2222222222222222,200,600.4444444444445,0.00024285832045126802,餐饮评论-6449 好吃 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-6324,味道 不错 服务 菜品 新鲜 值得 味道 朋友 会 吃 环境 很多 免费 小吃 爱 吃火锅 必备 店 每次 主城区 玩 会 吃 有时候 很多 需要 排队 味道好 吃 服务态度 朋友 吃 喜欢 吃火锅 一定 吃 非常 耐史 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID5324,0.21782178217821782,200,600.4356435643564,0.00024285476080977835,餐饮评论-6324 味道 不错 服务 菜品 新鲜 值得 味道 朋友 会 吃 环境 很多 免费 小吃 爱 吃火锅 必备 店 每次 主城区 玩 会 吃 有时候 很多 需要 排队 味道好 吃 服务态度 朋友 吃 喜欢 吃火锅 一定 吃 非常 耐史 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-3507,实力 推荐 这家 炸鸡 超级 超级 好吃 老板娘 温柔 漂亮 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID2507,0.21739130434782608,200,600.4347826086956,0.00024285441258398047,餐饮评论-3507 实力 推荐 这家 炸鸡 超级 超级 好吃 老板娘 温柔 漂亮 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-6519,不错 值得 试一下 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID5519,0.21428571428571427,200,600.4285714285714,0.00024285190038358134,餐饮评论-6519 不错 值得 试一下 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-3068,套餐 韩式 炸鸡 选 好吃 味道 很赞 老板 热情 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID2068,0.21428571428571427,200,600.4285714285714,0.00024285190038358134,餐饮评论-3068 套餐 韩式 炸鸡 选 好吃 味道 很赞 老板 热情 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-4436,餐品 很多 味道 不错 可惜 自助餐 量 比较 少 难吃 喜欢 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID3436,0.21428571428571427,200,600.4285714285714,0.00024285190038358134,餐饮评论-4436 餐品 很多 味道 不错 可惜 自助餐 量 比较 少 难吃 喜欢 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-4732,套餐 精品 浪漫 双人 餐 牛扒 面包 水果 沙拉 汤 还行 鱿鱼 有点 苦 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID3732,0.21428571428571427,200,600.4285714285714,0.00024285190038358134,餐饮评论-4732 套餐 精品 浪漫 双人 餐 牛扒 面包 水果 沙拉 汤 还行 鱿鱼 有点 苦 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-3559,服务员 态度 非常 热情 菜品 丰富 价格 实惠 喜欢 吃 赶紧 吃 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID2559,0.21428571428571427,200,600.4285714285714,0.00024285190038358134,餐饮评论-3559 服务员 态度 非常 热情 菜品 丰富 价格 实惠 喜欢 吃 赶紧 吃 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-7447,满意 非常 满意 味道 不错 小朋友 喜欢 吃 精品 浪漫 双人 餐份,法兰度航空主题餐厅（东汇城店）,2021,ID6447,0.21052631578947367,200,600.421052631579,0.00024284885929888765,餐饮评论-7447 满意 非常 满意 味道 不错 小朋友 喜欢 吃 精品 浪漫 双人 餐份,特色餐饮
餐饮评论-7006,环境 菜品 丰富 工作人员 服务态度 好好 好吃 贵族 牛排 高级 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID6006,0.21052631578947367,200,600.421052631579,0.00024284885929888765,餐饮评论-7006 环境 菜品 丰富 工作人员 服务态度 好好 好吃 贵族 牛排 高级 套餐 建议 单人 使用,特色餐饮
餐饮评论-6083,服务 用餐 环境 菜品 味道 值得 推荐 豪华 双人 套餐 免费 使用 包间,友情有意音乐餐厅,2021,ID5083,0.21052631578947367,200,600.421052631579,0.00024284885929888765,餐饮评论-6083 服务 用餐 环境 菜品 味道 值得 推荐 豪华 双人 套餐 免费 使用 包间,特色餐饮
餐饮评论-3628,一米 肥牛 卷 每次 必点 肥牛 特别 好吃 家 凉粉 特色 小食 火锅店 优惠 菜品 更好 锅底 推荐 番茄 锅 鸳鸯锅 清淡 吃 番茄 锅 菌 鸳鸯 火锅 没 东西 之前 汤 喝 服务员 态度 上菜 很快 环境 元 代金券 张可 叠加 张,十七门重庆老火锅（电白万达店）,2021,ID2628,0.20930232558139536,200,600.4186046511628,0.00024284786917828973,餐饮评论-3628 一米 肥牛 卷 每次 必点 肥牛 特别 好吃 家 凉粉 特色 小食 火锅店 优惠 菜品 更好 锅底 推荐 番茄 锅 鸳鸯锅 清淡 吃 番茄 锅 菌 鸳鸯 火锅 没 东西 之前 汤 喝 服务员 态度 上菜 很快 环境 元 代金券 张可 叠加 张,特色餐饮
餐饮评论-3457,套餐 韩式 炸鸡 选 真的 好吃 韩式 炸鸡 选 提供 免费,Hello炸鸡（方兴店）,2020,ID2457,0.20833333333333334,200,600.4166666666666,0.00024284708533281633,餐饮评论-3457 套餐 韩式 炸鸡 选 真的 好吃 韩式 炸鸡 选 提供 免费,特色餐饮
餐饮评论-6864,服务员 热情 每次 上菜 哈哈哈 有趣 开心 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2021,ID5864,0.20833333333333334,200,600.4166666666666,0.00024284708533281633,餐饮评论-6864 服务员 热情 每次 上菜 哈哈哈 有趣 开心 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
餐饮评论-5253,羊排 羊肉 味道 不错 茄子 奈斯 羊蹄 喜欢 撸 串 尝尝 现 烤羊肉 套餐 建议 使用,草原郎烤羊,2021,ID4253,0.20588235294117646,200,600.4117647058823,0.00024284510266485426,餐饮评论-5253 羊排 羊肉 味道 不错 茄子 奈斯 羊蹄 喜欢 撸 串 尝尝 现 烤羊肉 套餐 建议 使用,特色餐饮
餐饮评论-3167,一上生 蚝 扇贝 花蟹 皮皮虾 水煮鱼 会 抢 完 经理 过来 太 可爱 一个 手势 过去 东西 品种 挺 没有 拍照 爆米花 电影院 好吃 好香 好吃 脆 骨肉 经理 还给 盛过来 吃饱 之后 门口 外面 气球 贵族 自助 牛排 套餐 建议 单人 使用,贵族自助牛排餐厅（华侨城店）,2020,ID2167,0.20454545454545456,200,600.4090909090909,0.00024284402120960222,餐饮评论-3167 一上生 蚝 扇贝 花蟹 皮皮虾 水煮鱼 会 抢 完 经理 过来 太 可爱 一个 手势 过去 东西 品种 挺 没有 拍照 爆米花 电影院 好吃 好香 好吃 脆 骨肉 经理 还给 盛过来 吃饱 之后 门口 外面 气球 贵族 自助 牛排 套餐 建议 单人 使用,特色餐饮
